run_id,fold_id,global_step,train_loss,eval_loss,mcc,f1,tp,fp,tn,fn,output_dir,early_stopping_patience,evaluate_during_training_steps,gradient_accumulation_steps,learning_rate,num_train_epochs,train_batch_size,warmup_ratio,weight_decay,acc
0,0,515.0,0.6187658309936523,0.5969057702828967,0.33687848899508377,0.66260162601626,163.0,76.0,171.0,90.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6679999999999999
0,0,520.0,0.621140718460083,0.596770092135384,0.33321885240523463,0.6584867075664621,161.0,75.0,172.0,92.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6659999999999999
0,0,525.0,0.6088138818740845,0.597244918346405,0.32520570185682096,0.65439672801636,160.0,76.0,171.0,93.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.662
0,0,530.0,0.4980684518814087,0.5967976763134911,0.3329837665644517,0.6598778004073319,162.0,76.0,171.0,91.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6659999999999999
0,0,535.0,0.5390573740005493,0.5954778369457002,0.3640262108308037,0.68389662027833,172.0,78.0,169.0,81.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.682
0,0,540.0,0.4722717702388763,0.5949850943353441,0.35613303812090064,0.6786427145708582,170.0,78.0,169.0,83.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6779999999999999
0,0,545.0,0.5389581918716431,0.5948355032338036,0.3559410181506701,0.6811881188118812,172.0,80.0,167.0,81.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6779999999999999
0,0,550.0,0.9599570035934448,0.5935615570772261,0.3599078267270487,0.6837944664031621,173.0,80.0,167.0,80.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.68
0,0,555.0,0.4029054343700409,0.5926777966438778,0.3722664538746055,0.6853707414829661,171.0,75.0,172.0,82.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.6859999999999999
0,0,560.0,0.5883753299713135,0.5929778710244193,0.3683401915503655,0.6827309236947791,170.0,75.0,172.0,83.0,outputs/c_q_binary/bert/bookcorpus_context_final/0/fold_0,10,5,32,2e-05,10,8,0.1,0,0.684
